CHILDID,S1_ID,S2_ID,S3_ID,S4_ID,S5_ID,S6_ID,S7_ID,KURBAN_R,GENDER,RACE,C1R4MSCL,C2R4MSCL,C3R4MSCL,C4R4MSCL,C5R4MSCL,C6R4MSCL,C7R4MSCL,W1SESL,W3SESL,W5SESL,S2PUBLIC
0818007C,0818,0818, ,0818,0818,0818,C924,2,2,1,20.24,41.98, ,59.81,88.31,130.32,136.95,-.67,-.51,-.53,1
0818008C,0818,0818, ,0818, , , ,2,1,1,22.92,42.15, ,59.1, , , ,-.43, , ,1
0818009C,0818,0818, ,0818,0818, , ,2,2,1,23.68,40.76, ,68.88,89.69, , ,.19,.2, ,1
0818010C,0818,0818, ,0818,7185,7185,C924,2,1,1,13.89,19.76, ,28.01,48.61,60.48,98.44,.63,.48,.57,1
0818011C,0818,0818, ,0818,8691, , ,2,1,1,27.31,45.25, ,56.34,97.51, , ,-.69,-.5, ,1
0818012C,0818,0818, ,0818,0818,0818,C924,2,1,1,17.71,38.64, ,84.73,107.7,133.46,146.3,-.52,-.36,-.23,1
0818013C,0818,0818, ,0818,7185,7185, ,2,1,1,13.26,14.57, ,25.86,53.02,57.31, ,.03,-.46,-.54,1
0818014C,0818,0818, ,0818,0818,0818, ,2,1,1,23.82,43.87, ,55.21,110.83,136.16, ,-.1,-.25, ,1
0818015C,0818,0818, ,0818,0818,0818,C924,2,1,2,25.37,44.17, ,51.01,95.11,121.69,116.74,-.59,-.75,-.61,1
0818016C,0818,0818, ,0818,8691,8691,C924,2,2,1,20.73,28.2, ,49.64,89.02,109.41,114.67,-.05,-.09,-.05,1
0818017C,0818,0818, ,0818,7185,7185,C924,2,1,2,17.44,26.93, ,52.61,74.53,95.95,102.69,-.79,-.98, ,1
0818018C,0818,0818, ,0818,7185,7185,C924,2,1,1,18.83,30.27, ,51.15,89.89,118.67,139.39,-.44,-.36,-.39,1
0818019C,0818,0818, ,0818,7185,7185,C924,2,2,1,18.86,29.35, ,53.47,78.12,102.96,135.26,-.99,-.98,-1.06,1
0818020C,0818,0818, ,0818,7185,7185,C924,2,1,1,23.45,38.25, ,52.84,103.55,152.55,157.5,-.67,-.87,-.84,1
0818021C,0818,0818, ,0818,7185,7185, ,2,2,2,25.47,27.58, ,51.22,66.12,85.08, ,-.72, , ,1
0818022C,0818,0818, ,0818, , , ,2,2,2,12.89,22.56, ,44.02, , , ,-1.16, , ,1
0818023C,0818,0818, ,0818, , , ,2,1,1,22.48,31.14, ,67.35, , , ,-.5, , ,1
0818024C,0818,0818, ,0818,7185,7185,D427,2,1,1, ,-9, ,-9, ,-9, ,.58,.54,.52,1
0819001C,0819,0819, ,0819,0819,0819,D020,3,2,1,24.37,38.1, ,61.67,113.9,138.04,156.81,-.24,-.04,.33,1
0819002C,0819,0819, , , , , ,3,2,1,20.91,29.61, , , , , , , , ,1
0819003C,0819,0819, ,0819,0819,0819,D020,3,1,1,30.8,41.41, ,69.72,134.11,124.05,143.4,-.3,-.41,-.53,1
0819004C,0819,0819, ,0819,0819,0819,D020,3,1,1,22.19,28.4, ,50.11,105.19,115.86,92.45,-.08,-.12,-.07,1
0819005C,0819,0819, ,0819, , , ,3,1,1,20.9,25.77, ,46.26, , , ,-.02, , ,1
0819006C,0819,0819, ,0819,0819, , ,3,1,2,12.43,18.82, ,32.35,57.89, , , , , ,1
0819007C,0819,0819, ,0819,0819,0819,D020,3,1,1,15.84,20.31, ,40.52,60.3,78.9,71.15,-.09,-.51, ,1
0819008C,0819,0819, ,0819,0819,0819,D020,3,1,2,12.72,17.26, ,27.7,56.44,58.64,104.68,-.8,-.87, ,1
0819009C,0819,0819, ,0819,0819,0819,D020,3,1,2,11.14,14.79, ,23.5,54.06,62.43,82.34,-.7,-.68,-.53,1
0819010C,0819,0819, ,0819,0819,0819,D020,3,1,1,28.37,32.38, ,63.69,107.86,110.62,139.02, ,-.76,-.69,1
0819011C,0819,0819, ,0819,0819,0819,D020,3,1,1,27.75,41.62, ,58.21,105.17,136.71,138.59,-.24,-1.34,-1.35,1
0819012C,0819,0819, , , , , ,3,1,1,14.4, , , , , , , , , ,1
0819013C,0819,0819, ,0819,0819,0819,D020,3,1,1,24.04,33.15, ,51.78,106.25,99.33,101.56,-.55,.08,.05,1
0819014C,0819,0819, ,0819, , , ,3,1,1,25.43,39.24, ,56.91, , , ,-.13, , ,1
0819015C,0819,0819, ,0819,0819, , ,3,1,1,13.02,22.73, ,39.25,59.26, , ,-.82,-.91, ,1
0819016C,0819,0819, ,0819,0819, , ,3,2,1,22.94,22.61, ,41.97,73.4, , ,-.99,-1.21, ,1
0819017C,0819,0819, ,0819, , , ,3,1,1,23.74,38.51, ,44.6, , , ,-.6, , ,1
0819018C,0819,0819, , , , , ,3,2,1,26.81,33.16, , , , , , , , ,1
0819019C,0819,0819, ,0819,0819,0819,D020,3,1,2,22.61,31.66, ,40.47,79.32,105.02,134.01,-.65,-.8,-.91,1
0819020C,0819,0819, ,0819,0819,0819,C924,3,2,1,12.32,20.13, ,40.26,63.12,74.74,109.89,-.93,-2.08,-1.53,1
0819021C,0819,0819, ,0819,0819,0819,D020,3,1,2,16.98,25.99, ,52.73,71.18,119.42,127.4,.21,.13,.1,1
0819022C,0819,0819, ,0819,0819,0819,D020,3,1,2,12.75,20.98, ,35.05,58.11,55.43,74.08,-.17,-.41,-.1,1
0819023C,0819,0819, ,0819,0819,0819,D020,3,1,1,19.79,29.13, ,52.42,104.35,131.43,126.97,-.82,-.87,-.63,1
0819024C,0819,0815, , , , , ,3,2,1,23.41,28.09, , , , , , , , ,1
0822001C,0822,0822, ,0822,0822, , ,2,2,5,18.18,27.58, ,50.24,103.21, , ,.46,.28, ,2
0822002C,0822,0822, , , , , ,2,1,1,32.26,34.72, , , , , , , , ,2
0822003C,0822,0822, ,0822,0822, , ,2,1,1,25.87,33.46, ,55.18,115.12, , ,-.23, , ,2
0822004C,0822, , , , , , ,2,1,1,24.07, , , , , , , , , ,2
0822006C,0822,0822, , , , , ,2,1,1,16.21,16.97, , , , , , , , ,2
0822007C,0822,0822, ,0822,7561,A694,D022,2,2,1,14.9,23.57, ,35.94,58.96,92.88, ,-.57,-.7,-.65,2
0824001C,0824,0824,0824,0824,0824,0824, ,2,1,8,14.32,30.29,32.56,48.59,80.08,117.93, ,-1, , ,1
0824002C,0824,0824,0824,6139,0824, , ,2,2,5,-1,27.74,34.42,52.27,61.09, , ,-1.1,-.86, ,1
0824003C,0824,0824,0824,0824,0824,4376, ,2,2,5,-1,52.83,46.41,53.2,88.2,113.76, ,-.5, ,-1.13,1
0824004C,0824,0824,0824,0824,0824,0824, ,2,1,5,-1,-1,-1,-1,45.43,60.05, ,-.97, ,-.44,1
0824005C,0824,0824,0824,0824,0824,0824,E305,2,1,3,18.17,31.15,49.26,62.75,83.27,132.94,159.97,.65,.03,.48,1
0824006C,0824,0824,0824,9995,8210,8210,D305,2,2,1,28.64,54.57,55.58, ,115.77,141.58,150.99,-.27,1.12,1.61,1
0824007C,0824,0824,0824,0824,0824,0824,D023,2,2,1,32.69,49.62,42.76,64.81,114.64,140.23,141.79,-.25,-.38,-.32,1
0824008C,0824,0824,0824,0824,0824,0824, ,2,2,1,22.02,34.45,33.88,47.68,80.87,88.95, , , , ,1
0824009C,0824,0824, , , , , ,2,1,1, , , , , , , , , , ,1
0824010C,0824,0824,0824,0824,0824,0824,D023,2,1,2,12.38,23.71,26.74,49.94,64.7,105.88,100.23,-.82,-1.4,-1.41,1
0824011C,0824,0824,0824,0824,0824,0824,D023,2,1,1,20.67,40.4,47.26,53.71,89.11,107.66,123.8,-.48,-.6,-.53,1
0824012C,0824,0824,0824,0824,0824,0824, ,2,2,2,18.6,31.97,43.77,61.59,82.83,118.13, ,-1.36, , ,1
0824013C,0824,0824,0824,0824,0824,0824,D023,2,1,1,30.61,25.07,51.57,54.11,103.02,129.15,129.53,.42,.21,.06,1
0824015C,0824,0824,0824,0824,0824,0824,D023,2,2,1,22.37,43.66,49.28,64.96,93.89,137.11,129.42,-.81,-.87,-1.1,1
0824016C,0824,0824,0824,0824,0824,0824,D468,2,2,5,12.41,17.76,26.85,31.73,55.19,85.9,84.11,-.97,-1.15,-1.93,1
0824017C,0824,0824,0824,0824,0824,0824,D023,2,2,6,19.66,31.42,29.06,57.76,78,95.56,110.74,.46,.18,.26,1
0824018C,0824,0824,0824,0824,0824,0824,D023,2,1,1,15.65,29.52,32.73,55.28,111.14,124.03,121.5,-.81,-2.21,-.94,1
0824019C,0824,0824,0824,0824,0824,0824, ,2,2,1,24.31,47.75,42.75,86.82,106.48,146.94, ,-.2,.35,.29,1
0824020C,0824,0824,0824,0824,0824,0824, ,2,1,2,25.19,34.69,45.37,67.87, ,116.9, ,-1.24,-1.31, ,1
0824021C,0824,0824,0824,0824,6139,0824,D023,2,2,1,18.57,24.1,31.48,36.18,68.27,80.33,113.37,-.7,-.77,-.79,1
0824022C,0824,0824,0824,0824,0824,0824, ,2,2,1,15.4,22.61,20.89,44.99,51.95,80.7, ,-1.19,-1.12, ,1
0824023C,0824,0824,0824,0824,7571,4153,D023,2,2,1,19.46,25.59,30.9,50.05,73.97,81.39,84.11,-1.75,-1.62,-2.21,1
0824024C,0824, ,9998,6024,7562, , ,2,2,1, , , ,75.28,117.77, , ,-1.05,-1.16, ,1
0825001C,0825,0825, ,0825,0825,0825,D025,1,1,5,47.85,65.34, ,108.91,141.3,161.66,167.33, ,-.92,-.81, 
0825003C,0825,0825, ,0825,0825,0825,D025,1,2,2,23.34,57.73, ,96.35,124.31,157.31,166.44,-.63,-.79,-.62, 
0825004C,0825,0825, ,0825,0825,0825, ,1,1,1,21.23,41.54, ,64.51,127.93,127.07, , , , , 
0825005C,0825,0825, ,0825, , , ,1,1,2,20.67,34.56, ,54.42, , , ,-.34, , , 
0825006C,0825,0825, ,0825,0825,0825,D025,1,2,2,17.61,37.07, ,57.18,113.12,137.77,161.19,-.88,-.68,-.78, 
0825007C,0825,0825, ,0825, , , ,1,2,2,18.99,37.56, ,52.11, , , , , , , 
0825008C,0825,0825, , , , , ,1,2,2,15.7,27.56, , , , , , , , , 
0825009C,0825,0825, ,0825,0825,0825,D028,1,1,3,15.17,28.62, ,52.89,73.83,88.76,111.39,-.94,-.45,-1.05, 
0825010C,0825,0825, ,0825, , , ,1,1,5,18.71,28.84, ,47.05, , , ,-1.36, , , 
0825011C,0825,0825, , , , , ,1,2,7,19.88,39.57, , , , , , , , , 
0825012C,0825,0825, ,0825,0825, , ,1,2,2,18.53,48.42, ,60.93,102.97, , ,.05,.09, , 
0825013C,0825,0825, ,0825, , , ,1,2,1,18.53,33.09, ,60.14, , , ,-1.19, , , 
0825015C,0825,4147, , , , , ,1,1,2, ,36.64, , , , , , , , , 
0825016C,0825,0825, ,0825, , , ,1,2,1,25.4,63.46, ,103.44, , , ,-.72, , , 
0825017C,0825,0825, , , , , ,1,1,4,24.67,35.3, , , , , , , , , 
0825018C,0825,0825, ,0825,0825,0825,D028,1,2,2,22.22,43.94, ,65.95,118.46,129.38,145.64,-.38,-1.16,-.99, 
0825019C,0825,0825, ,0825,0825,0825,D033,1,1,2,19.49,42.21, ,63.73,92.57,110.69,130.03,-1.12,-1.15,-1.05, 
0825021C,0825,0825, , , , , ,1,2,2,26.45,56.59, , , , , , , , , 
0825022C,0825,0825, ,0825, , , ,1,2,2,27.37,46.44, ,74.19, , , ,-1.17, , , 
0825023C,0825,0825, ,0825, , , ,1,2,2,15.77,29.5, ,41.35, , , ,-1.8, , , 
0825024C,0825,0825, , , , , ,1,1,1,28.19,43.78, , , , , , , , , 
0826001C,0826,0826,0826,0826,0826,0826,D029,1,1,2,20.23,31.2,38.84,53.58,93.26,110.92,114.95,-1.18,-1.93, ,1
0826002C,0826,0826,0826,0826,0826,0826, ,1,2,2,16.55,20.78,24.3,32.04,49.64,71.16, ,-1.54,-1.62,-1.35,1
0826003C,0826,0826,0826,4148,9995, , ,1,1,2,22.93,32.57,41.16,51.56, , , ,-.29,-.4, ,1
0826004C,0826,0826,0826,0826,4148, , ,1,2,2,22.68,27.07,30.46,43.53,61.02, , ,-.78, , ,1
0826005C,0826,0826,0826,0826,0826,0826,D029,1,1,2,21.51,26.21,36.91,61.5,72.5,90.31,85.72,-.56, , ,1
0826006C,0826,0827,9998,6452,9997, , ,1,1,2,22.39,42.83, ,68.36, , , ,-.28,-.45, ,1
0826007C,0826,0275,9998,0275, ,A772,E447,1,1,2,20.15,24.65, ,57.14, ,104.3,136.59,-1.24, ,-.62,1
0826008C,0826,0826,0826,0826,0826,0826,D025,1,1,2,19.11,32.56,41.88,63.16,110.22,142.62,159.82,-.45,-.24, ,1
0826009C,0826,4146,9998,4146,6088, , ,1,1,2,21.78,25.45, ,55.01,86.32, , ,-1.36, , ,1
0826010C,0826,0826,0826,0826,0826,0826,D029,1,1,2,30.53,41.84,43.15,62.85,116.54,139.19,135.34,-.37,-1.55,-1.17,1
0826011C,0826,0826,5007,5007, , , ,1,2,2,14.11,23.31,29.99,52.67, , , ,-1.56, , ,1
0826012C,0826,0826,0826,0826,0826,0826,D029,1,2,2,22.15,31.09,40.51,61.94,88.65,107.26,147.26,-1.84,-1.13,-1.46,1
0826013C,0826,0826,0644,0644,4148, , ,1,1,2,21.95,39.07,41.12,66.08,91.25, , ,-.12,-.21, ,1
0826014C,0826,0826,0826,0826,0826,0826, ,1,1,2,25.58,31.24,33.57,47.38,82.01,87.88, ,-.97,-.57, ,1
0826015C,0826,0826,0826,0826,0826,0826,D312,1,1,2,21.24,29.27,24.84,42.98,80.52,92.25,113.28, , ,-.82,1
0826016C,0826,0826,0826,4147,0826,0826,D885,1,1,2,12.35,13.48,18.47,31.68,57.9,65.23,69.98,-1.22,-1.31,-1.07,1
0826017C,0826,4147,9998,6452,6452,6452,E211,1,1,2,13.39,14.19, ,26.26,56.93,59.48,88.69,-.35,-.41,-.42,1
0826018C,0826,0826,0826,0826,0826,7569,D033,1,1,2,15.71,27.24,28.31,41.25,70.4,83.14,103.19,-.79,-.62,-.63,1
0826019C,0826,0826,0826,0826,0826,0826, ,1,1,2,11.92,12.44,19.64,25.37,59.59,113.59, ,-.28, , ,1
0826020C,0826,0826,0826,6085,4148,4148, ,1,1,2,18.25,21.28,26.27,42.68,77.38,105.36, ,-.81,-1.62, ,1
0826021C,0826,0826,0826,0826,0826,0826, ,1,1,2,13.1,22.78,22.05,53.33,87.8,115, ,.51, ,-1.17,1
0826022C,0826,0826,0826,6156,6156, , ,1,2,2,16.87,22.93,28.99,55.19,76.66, , ,-1.96, , ,1
0826023C,0826,0826,0826,0826,0826,4146,D312,1,1,2,18.49,21.41,29.13,32.24,53.65,78.28,81.25,-1.12,-2.21,-2.21,1
0826024C,0826,0826,0826,0826,0826, , ,1,2,2,18.46,39.39,33.88,52.64,75.85, , ,-.73, , ,1
0827001C,0827,0827, , , , , ,1,1,1,13.29,27.25, , , , , , , , ,1
0827002C,0827,0827, ,0827, , , ,1,2,2,21.16,21.64, ,35.81, , , ,-1.31, , ,1
0827004C,0827,0827, ,0827,0827,0827, ,1,2,2,27.36,37.93, ,57.42,82.2,112.29, ,.29, , ,1
0827005C,0827,0827, ,0827, , , ,1,1,3,21.57,26.27, ,42.3, , , ,.3, , ,1
0827007C,0827,0827, , , , , ,1,1,1,18.47,29.8, , , , , , , , ,1
0827008C,0827,0827, ,0827,0827,0827, ,1,1,1,16.32,19.88, ,31.09,74.46,84.89, ,-.42,-.78, ,1
0827009C,0827,0827, ,0827, , , ,1,1,2,18.78,25.25, ,30.33, , , ,-.39, , ,1
0827010C,0827,0827, ,0827,0827, , ,1,2,2,25.71,29.97, ,59.73, , , ,-.28,-.36, ,1
0827011C,0827,0827, ,0827, , , ,1,1,2,15.45,28.21, ,36.96, , , ,-.99, , ,1
0827012C,0827,0827, ,0827, , , ,1,2,2,26.13,37.51, ,58.76, , , ,-1.32, , ,1
0827013C,0827,0827, , , , , ,1,1,2,43.53,42.33, , , , , , , , ,1
0827014C,0827,0827, ,0827, , , ,1,1,2,16.58,28.93, ,47.23, , , ,.52, , ,1
0827015C,0827,0827, ,0827,0827, , ,1,1,1,21.62,28.94, ,57.38,108.78, , ,-.42,-.45, ,1
0827016C,0827,0827, ,0827,0827,A726,D885,1,1,2,25.09,35.02, ,78.96,88.24,103.2,114.68,-.13,-.52,-.39,1
0827017C,0827,0827, ,0827, , , ,1,1,1,24.77,36.89, ,69.39, , , ,-.34, , ,1
0827018C,0827,0827, ,0827, , , ,1,1,2,20.88,19.22, ,42.31, , , ,-.56, , ,1
0827019C,0827,0827, ,0827,5497, , ,1,2,2,20.26,24.55, ,43.25,81.69, , ,-.65,-1.93, ,1
0827020C,0827,0827, ,0827,0827,0827,D314,1,1,1,16.75,25.95, ,43.3,71.81,76.01,107.51,-.44,-.47,-.44,1
0827021C,0827,0827, ,0827, , , ,1,1,1,22.18,25.1, ,54.93, , , ,-.48, , ,1
0827022C,0827,0827, , , , , ,1,2,2,18.16,29.48, , , , , , , , ,1
0827023C,0827,0827, ,0827,0827,0827,D885,1,2,2,20.77,30.52, ,44.74,81.56,108.6,123.77,.46,.36, ,1
0827024C,0827,0827, ,0827,0827,0827, ,1,2,2,24.29,27.06, ,49.16,79.11,88.54, ,-1.21, , ,1
0827025C,0827,0827, ,0827,0827, , ,1,2,2,31.28,33.12, ,57.4,107.03, , ,-.28,-.36, ,1
0828002C,0828,0828,0828,0828,0828, , ,1,1,1,22.06,28.44,41.86,53.51,85.47, , ,.94,.8, ,2
0828003C,0828,0828,0828,0828,0828,A434,0829,1,1,8,17.3,23.73,20.2,36.72,49.11,59.69,80.84,.74,.61,.57,2
0828004C,0828,0828,0828,0828,0828,0828, ,1,1,1,24.51,56.91,61.47,85.79,118.78,-9, ,.77,1.13,.97,2
0828005C,0828,0828,0828,0828,0828,0828, ,1,2,1,26,37.39,40.12,54.91,89.24,119.99, ,.31,.27, ,2
0828006C,0828,0828,0828,0828,0828,0828,0828,1,2,1,55.96,63.89,105.58,114.47,146.62,161.46,167.07,.94,.8,.84,2
0828007C,0828,0828,0828,0828,7071,7071,E470,1,2,4,22.3,26.92,29.79,36.01,44.09,55.46,77.41,1.07,.97,.93,2
0828008C,0828,0828,0828,0828,0828,0828,9995,1,1,1,20.42,31.59,29.27,47.74,90.92,142.63, ,.82,.69,.68,2
0828009C,0828,0828, , , , , ,1,1,1,37.25,37.07, , , , , , , , ,2
0828010C,0828,0828,0828,0828,0828,0828,0828,1,1,1,27.15,36.38,39.72,43.1,105.85,115.35, ,.49,.41,.38,2
0828011C,0828,0828,0828,0828,0828,0828,0828,1,1,2,26.48,30.66,39.24,70.08,128.19,153.39,168.75,.37,.27,.17,2
0828012C,0828,0828,0828,0828,8379,8379,D318,1,2,1,36.56,57.52,63.83,103.81,143.68,158.78,168.65,.84,.72,.7,2
0828013C,0828,0828,0828,0828,0828,0828,9305,1,1,1,31.85,32.32,46.73,61.84,130.8,155.62, ,1.61,1.64,1.6,2
0828015C,0828,0828,0828,0828,0828,0828, ,1,2,1,19.32,32.15,37.21,56.24,102.35,116.74, ,-.07,-.14,-.16,2
0828016C,0828,0828,0828,0828,0828,0828,0828,1,1,1,27.47,34.57,48.03,55.8,86.48,123.08,159.38,1.02,1.2,1.17,2
0828017C,0828,0828,0828,0828,0828,0828,0828,1,1,1, ,60.76,70.27,90,145.06,154,160.25,.16,.32,.15,2
0828018C,0828,0828,0828,0828,0828,0828,9995,1,2,1,31.85,40.53,47.62,72.78,95.05,129.12, ,1.5,1.09,.73,2
0828019C,0828,0828,0828,0828,0828,0828, ,1,1,1,43.08,39.92,55.45,67.48,105.3,130.92, ,1.97,1.87, ,2
0828020C,0828,0828,0828,0828,0828,0828, ,1,1,1,29.5,39.13,45.83,58.24,94.84,133.74, ,.15,.05,.57,2
0828021C,0828,0828,0828,0828,0828, , ,1,2,1,36.13,39.23,45.85,66.71,102.36, , ,.92,.83, ,2
0828022C,0828,0828,0828,0828,0828,0828,E306,1,1,1,33.55,40.43,46.21,58.65,117.49,128.79,160.01,.82,.9,.81,2
0828024C,0828,0828,0828,0828,0828, , ,1,2,1,30.48,38.27,48.44,65.34,107.53, , ,.85, , ,2
0829001C,0829,0829,0829,0829, , , ,1,1,7,-1,31.63,42.24,42.2, , , ,.32, , ,2
0829002C,0829,0829,0829,0829,0829,0829,0829,1,2,1,37.92,47.54,48.76,63.75,126.16,140.13,149.43,1.43,1.61,1.23,2
0829003C,0829,0829,0829,0829,7565,0829, ,1,2,2,27.05,41.09,55.58,72.78,102.96,138.86, ,.43,.51,.79,2
0829004C,0829,0829,5080,5080,7566, , ,1,2,1,19.61,24.78,29.83,43.07,70.18, , ,.18,.13, ,2
0829005C,0829,0829,0829,0829,0829,0829,0829,1,2,2,26.09,30.68,48.3,65.01,110.08,142.9,152.74,1.17,1.07,1.05,2
0829006C,0829,0829,0829,0829, , , ,1,2,8,22,33.29,43.67,56.62, , , ,.81, , ,2
0829008C,0829,0829,0829,0829,0829,0829, ,1,1,2,16.64,26.14,41.29,48.36,91.65,129.98, ,-.1,-.08, ,2
0829009C,0829,0829,0829,0829, , , ,1,1,-9,40.89,45.33,47.73,83.83, , , ,1.97, , ,2
0829010C,0829,0829,0829,0829, , , ,1,1,1,20.54,40.82,47.26,69.14, , , ,2.46, , ,2
0829011C,0829,0829,0829,0829,0829,0829,0829,1,2,2,20.7,23.87,37.48,42.54,64.75,117.81,147.49,.64,.25,.22,2
0829012C,0829,0829,0829,0829,0829,0829,0829,1,2,1,46.09,48.23,52.58,75.03,100.99,127.53,148.21,1.9,1.77,1.73,2
0829013C,0829,0829,0829,0829,0830, , ,1,1,1, ,24.95,38.76,56.1,101.61, , ,-.08,-.08, ,2
0829014C,0829,0829,0829,0829,9997, , ,1,1,1,42.49,67.22,82.1,106.18, , , ,-.32,-.36, ,2
0829015C,0829,0829,0829,0829,0829,0829,0829,1,1,2,21.59,29.48,45.08,53.35,116,138.31,156.99,.16,.25, ,2
0829016C,0829,0829,9998,5080,5080,5080,0830,1,1,1,27.62,36.63, ,55.84,93.44,121.55,134.56,1.62,1.49,1.54,2
0829017C,0829,0829,0829,6106,8062,8062, ,1,1,1,26.82,37.56,49.22,55.99, , , ,-.37,-.1,-.05,2
0829018C,0829,0829,0829,0829,0829,0829,0829,1,2,2,30.65,31.19,48.11,64.04,81.71,115.36,123.68,-.56,.11,.09,2
0829019C,0829,0829,0829,0829,0830, , ,1,2,1,36.16,35.16,54.5,56.63,98.7, , ,-.02, , ,2
0829020C,0829,0829,0829,0829,0829,0829,0829,1,1,1,34.88,54.98,65.86,86.76,121.29,149.04,160.08,.39,.28,.26,2
0829021C,0829,0829,0829,0829,0829,A435,A435,1,2,2,25.09,34.25,31.73,46.36,74.21,71.88,105.58,.03,.1,-.17,2
0830001C,0830,0830, ,0830,0830,0830,0830,1,1,1,24.05,30.92, ,47.24,73.49,98.8,122.65,.33,.2, ,2
0830002C,0830,0830, ,0830, , , ,1,1,1,21.76,30.51, ,57.49, , , ,-.26, , ,2
0830003C,0830,0830, ,0830,0830,0830,0830,1,2,1,29.73,20.29, ,84.13,91.81,136.73,140.11,.13,.04,.02,2
0830004C,0830,0830, ,0830,0830,0830,0830,1,1,1,37.01,55.83, ,92.33,113.43,150.22,158.78,-.1,-.16,-.12,2
0830005C,0830,0830, ,0830, , , ,1,2,8, , , ,37.7, , , ,-.95, , ,2
0830006C,0830,0830, ,0830,0830,0830,0830,1,2,1,27.81,36.9, ,54.97,88.06,103.74,145.92,.95,.91,.88,2
0830007C,0830,0830, ,0830,0830,0830, ,1,1,1,20.93,29.59, ,54.13,64.96,93.97, ,1.18,2.05,1.9,2
0830008C,0830,0830, , , , , ,1,2,1,17.79,27.05, , , , , , , , ,2
0830009C,0830,0830, ,0830,0830, , ,1,2,1,24.34,34.65, ,56.34,90.73, , ,-.34,-.41, ,2
0830010C,0830,0830, ,0830,0830,0830, ,1,2,1,41.67,52.18, ,82.91,107.26,129.65, ,1.16,.01, ,2
0830011C,0830,0830, ,0830,0830,0830,0830,1,1,1,33.33,35.46, ,66.31,108.89,138.21,143.67,.59,.51,.37,2
0830012C,0830,0830, ,0830,0830,0830,0829,1,1,1,20.62,37.76, ,65.3,84.93,133.78,126.24, , ,-.13,2
0830013C,0830,0830, ,0830,0830,0830,0830,1,1,1,49.79,47.14, ,75.66,112.27,136.42,159.83,.25,.37,.53,2
0830014C,0830,0830, ,0830,0830,0830,0830,1,1,1,28.46,40.63, ,49.87,83.07,127.7,129.12,.72,.62,.52,2
0830015C,0830,0830, ,0830, , , ,1,2,1,35.47,42.92, ,59.25, , , ,.7, , ,2
0830016C,0830,0830, ,0830,0830,0830, ,1,1,1,34.62,43.46, ,66.26,94.77,148.76, ,-.43,-.31, ,2
0830017C,0830,0830, ,0830,0830,0830,0830,1,2,1,37.74,43.76, ,63.32,101.76,129.55,135.89,-.58,-.68,-.7,2
0830019C,0830,0830, ,0830,0830,0830,0830,1,1,1,21.79,32.25, ,45.47,80.1,125.84,135.43, ,-.04, ,2
0830020C,0830,0830, , , , , ,1,2,1,24.26,40.15, , , , , , , , ,2
0830021C,0830,0830, ,0830, , , ,1,1,1,35.96,48.78, ,74.68, , , ,-.23, , ,2
0830022C,0830,0830, ,0830,0830, , ,1,1,1,28.08,40.22, ,63.74,85.03, , ,.33,.28, ,2
0830023C,0830,0830, ,0830, , , ,1,1,1,31.7,46.61, ,87.1, , , ,.89, , ,2
0830024C,0830,0830, , , , , ,1,2,8,43.01,54.05, , , , , , , , ,2
0831001C,0831,0831,9998,0827,0827, , ,1,2,2,19.63,28.88, ,39.02,56.71, , ,.49,.37, ,2
0831002C,0831,0831,0831,0831,0831, , ,1,1,2,26.86,30.48,35.88,51.71,82.43, , ,-.18,-.22, ,2
0831003C,0831,0831,5074,5074,5074,A727,D885,1,1,2,20.41,36.32,37.1,49.11,78.14,98.73,94.81,-.55,-.84,-.28,2
0831004C,0831,0831,0831,0831,8063,A601,9995,1,2,2,25.62,36.44,35.43,42.87,63.77,66.43, ,-.32,-.26,-.2,2
0831005C,0831,4148,9998,9997,9997, , ,1,1,2,18.7,32.8, , , , , ,-1,-.89, ,2
0831006C,0831,0831,9998,4147,7323, , ,1,1,2,29.8,56.57, ,81.73, , , ,.51,-.22, ,2
0831007C,0831,0831,0831,0831,7569, , ,1,1,2,14.78,34.78,30.1,47.51,76.21, , ,.84,.81, ,2
0831008C,0831,0831,0831,0831,0831,0831,0829,1,1,2,24.98,38.29,39.04,51.03,85.7,126.95,134.14,.25,.15,.13,2
0831009C,0831,0831,0831,0831,0831, ,D312,1,1,2,21.37,29.58,31.65,47.58,80.16, ,134.19,-.77,-.39, ,2
0831010C,0831,0831,0831,0831,0831, , ,1,1,2,23.63,37.28,46.66,44.68,90.01, , ,.33,.64, ,2
0831011C,0831,0831,0831,0831,0831,0831,D036,1,2,2,23.94,30.55,35.96,44.38,73.82,80.07,98.75,-1.34,-.88,-1.35,2
0831013C,0831,0831,0831,0831,0831,0831,A585,1,2,2,44.92,54.16,65.02,76.43,96.04,140.96,160.62,-.39,.14,.39,2
0831014C,0831,0831,0831,0831,0831,0831,7585,1,2,2,21.6,41.63,58.48,71.55,90.97,116.54,162.01,.82,.77,.65,2
0831015C,0831,0831,0831,0831,0831,0831,0829,1,1,2,19.25,40.44,45.09,63.18, ,138.73,153.35,.25,.15,.13,2
0832001C,0832,0832,0832,0832,0824,0824,D023,2,2,5,15.82,22.09,29.42,46.59,71.64,87.93,117.65,-.81,-.7,-.5,1
0832002C,0832,0832,0832,0832,8297, , ,2,1,1,22.2,33.36,40.98,63.08,103.82, , ,-1.26,-1.11, ,1
